Review,Label Review,Kepuasan Umum/Sentimen
"yang pertama sih, ayamnya udah enak + banyak porsinya, nasinya juga banyak porsinya, tapi mohon lebih teliti lagi ya, dalem sambalnya, soalnya di pesenan ku ada 2 butir bawang utuh🙏🏻","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Positive
"tolong yah lebih diperhatikan lagi pesenannya, harusnya dpt 4 sosis ini malah cuma 2 doang....",Umum,Neutral
"di note sambal dipisah, gk dpisah. pdahal order sblmnya bs. nambah camilan enoki cayun mayo, cuma dkasih enoki sedikit dcampur geprek tnpa saus cajun mayo. padahal sblmnya satu bungkus sndri.","Kemasan & Kebersihan , Pelengkap (Sambal) , Porsi & Harga",Negative
"order udah 2x gak pernah bener nerimanya. yg pertama order Jumbo tapi nasinya kayak udah di ambil 1/3 dr porsi. yg kedua order porsi reguler, saus di ganti Cajun & udah di note. fak masi ae salah, gak ada konfirmasi apapun juga dr driver e. kalo pun emang habis, MATIKAN MENU E DI DELIVERY ITU WOY! udah bikin laporan tiap mesen nerima e salah. capek bgt asw lah","Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Negative
"untuk ayam yah gak panas meski hangat tapi gak fresh agak alot dan kurang krezz kulitnya,sambal nya mantap,es teh yah rasanya Gak kurang fresh rasanya kayak aneh gitu perlu di tingkatin masak kalah Ama warkop jalanan","Minuman , Minuman (Es teh) , Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"Nasinya tidak layak makan, beli 2 nasinya cuman dimakan 1 sendok doang, tolong diperhatikan lagi",Rasa & Tekstur Makanan,Neutral
Kurang kering makanannya dan bnyak minyak🙏🏻,Rasa & Tekstur Makanan,Negative
"Ayah geprek nya Rasa nya Enak, Gurih, Pedas, terasa sambel nya,","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
sambelnya banyak sipp,"Pelengkap (Sambal) , Porsi & Harga",Neutral
saus mantai + cuminya juara,Umum,Positive
pesen geprek g ada dagingnya isie kulit tok ... nasie benyenyek kaya nasi magicomm,Umum,Neutral
"3x pesen, masih sama pol enaknya, daging konsisten saus konsisten","Kualitas Umum , Rasa & Tekstur Makanan",Positive
"enak banget, nasinya juga ga kering ga lembek, suka bangett",Rasa & Tekstur Makanan,Neutral
"enakk, aku pas liat trus mikir porsinya dikit bgt, ternyata malah kekenyangan","Porsi & Harga , Rasa & Tekstur Makanan",Positive
tidak diberi sendok,Umum,Neutral
"makanan yg saya terima hampir basi, proses pelayanan lama sekali, mana masih tanya pake saus apa, padahal udah milih saus ketika pesen. GAJELAS !",Pelayanan,Negative
Lama dan kurang konfirmasi,Umum,Negative
Mantulity tralala tralili,Umum,Neutral
mentang mentang pake promo dikasih kulit semua gaada daging ayam nya nasi sedikit,Porsi & Harga,Negative
"tp sayang nasinya selalu kurang matang, / kering. mungkin bisa dikasih alumuniumfoil biar terjaga kepulenan nasinya",Rasa & Tekstur Makanan,Negative
es teh nya ga dikirim ☹️ ayamnya juga kerasa udah lama jadi keras.,"Minuman , Minuman (Es teh) , Rasa & Tekstur Makanan",Negative
"makanannya enak, tapi pesenan yg dtg sering ga sesuai. pernah sekali mesen nasi kulit yg dateng ayam. pernah pesen nasi ayam + es teh, es tehnya gada 😭 semoga bisa lebih teliti","Minuman , Minuman (Es teh) , Rasa & Tekstur Makanan",Positive
sudah klik sambal bakar tp dikasi sambal biasa,Pelengkap (Sambal),Neutral
"Udah prepare lama , nasinya keras , minuman ga ada ras , dan ini sudah kesekian kalinya","Minuman , Rasa & Tekstur Makanan",Negative
pesanan tidak sesuai saya pesen lauk kulit dan ayam pop yang datang ayam geprek semua. rasa juga semakin kurang ga kayak dulu lagi mana ayamnya sekarang keras banyak tepungnya,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
"rasanya enak cuma kulit ayamnya terlalu asin,porsi kenyangin👍","Porsi & Harga , Rasa & Tekstur Makanan",Positive
tadi pesen sambelnya dipisah tpi gk dipisah.. kasian temenku kepedesan😭😭😭,Pelengkap (Sambal),Neutral
"good food, best sambel deh, over all better taste",Pelengkap (Sambal),Neutral
enaq murah ayamnya banyiaaaak,Porsi & Harga,Neutral
"yg arabian saus nya udh kaya bumbu marinasi ayam kare gitu rasa mentah pait, udh gaada sosisnya lagi, mohon diperbaiki lagi bro bro ku","Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Neutral
"Tidak ada sosis pada pesanan, padahal menu tertulis x sosis",Umum,Neutral
SUDAH BERKALI KALI DAPET GAK SESUAI INI PENTOL SAMA JAMURNYA GAADA,Umum,Positive
"Pesen ayam geprek, dateng nasi sama ayam doang. Sambelnya cuma mimpi kayaknya. 👎",Pelengkap (Sambal),Neutral
"saya pesen kulit lo, kok di kasih ayam geprek",Umum,Neutral
udah pesen 2 kali tapi nasinya masih aja kurang mateng:(,Rasa & Tekstur Makanan,Negative
Order tambahan enoki nggak dikasih,Umum,Neutral
Daging nya gak kena saus. Sausnya cuma ada di enokinya.,Umum,Neutral
enak bangettt pedesssss,Rasa & Tekstur Makanan,Positive
kardusnya terbakar mohon lebih teliti lagi sebelum menyajikan,Umum,Neutral
"Rasanya ga seperti biasanya beda jauh sm biasanya ...pdahal yg kmaren"" enak rekomended banget tapi kali ini kok beda banget ya .",Rasa & Tekstur Makanan,Positive
udh sering beli tpi kali ini dikasi sambel yg udah busuk 😭😭 kecewa poll pdhl biasa langganan,Pelengkap (Sambal),Neutral
"kemarin pesen nambah dimsum 1 tapi ga dikasi (walaupun cuman 1 biji tapi dimsumnya enak jadinya sayang bgt), hari ini pesen tapi nasinya udah agak keras😓 padahal aslinya enak bgt...... mohon lebih diperhatikan👍🏻👍🏻👍🏻",Rasa & Tekstur Makanan,Neutral
"udah request ganti ke mie tapi tetep pake nasi, udh bayar juga",Umum,Neutral
pelayanannya cepet bgt,Pelayanan,Neutral
"Pembelian saya ke-3, sebelumnya selalu ayam geprek original jumbo. Ayam Geprek Joder Ka Dhani memang yang terenak dan porsinya tidak pelit","Porsi & Harga , Rasa & Tekstur Makanan",Positive
"Enak kok, tpi saya kasih bintang 4 dulu ya, karna pesan saya tidak dilaksanakan, yaitu jangan terlalu pedas. Cabenya cukup 1/2 saja ya kak. Saya sangat kepedasan dan juga hampir sakit perut dibuatnya. Next klo beli lagi tolong diperhatikan lagi pesannya ya kak, semangat untuk para pekerja👍🔥",Rasa & Tekstur Makanan,Positive
"Takaran sambalnya ga konsisten, kapan hari banyak sekarang jadi dikit. Pernah beberapa kali beli di gebang lor takaran sambalnya konsisten banyak","Kualitas Umum , Pelengkap (Sambal) , Porsi & Harga",Neutral
"Halo kak, Mimin bisa minta tolong fotokan boxnya ❤️ Format Komplain. Nama : Alamat : No. Wa : Orderan yg salah : No di Box : Order di outlet mana : *KOMPLAIN, Langsung Chat w.a +62 878-5451-3021*",Umum,Negative
sambell nyaa beuuhhh,Pelengkap (Sambal),Neutral
ok aja sihh enak comfort food buat anak kost murah juga,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"ayam nya dingin, gorengan nya gaenak, nasinya kuning, ini jika bisa upload foto aku apload beneran dah, jadi ga kemakan",Rasa & Tekstur Makanan,Positive
PEGAWAIMU KLEMAR KLEMER SAMBEL MINTA SPAICY GALBI DIKEI GEPREK,Pelengkap (Sambal),Neutral
"tapi tadi nunggunya lama, 2 jam. untung driver nya sabar nunggu, good job pak driver",Umum,Negative
Banyak Porsinya,Porsi & Harga,Neutral
"pesanan tidak sesuai, dari cumi malah jadi usus, tetap konsisten dong, mentang mentang 50% OFF malah diganti lauknya",Kualitas Umum,Positive
Terlalu asinn bangetttt:(,Rasa & Tekstur Makanan,Neutral
enak si tp pesen 4 cmn dikasi 2 kasian bapak gojeknya bingung,Rasa & Tekstur Makanan,Positive
kurang pesenannya 👎👎👎,Umum,Negative
saya pesen 3 ayam geprek & cumi geprek terus add on jamur enoki tapi jamur enokinya ngga dateng 😬 kecewa bgttt padahal lagi pengen,Umum,Negative
TIDAK ADA SAMBALNYA SAMA SEKALI 😭 HANYA NASI DAN AYAM,Pelengkap (Sambal),Neutral
Gak Pernah Kecewa Order gofood dari Geprek Joder Pusat Srikana,Umum,Negative
"Pesannya mentai tapi yang dikirim sambal bawang. Tolong walaupun ramai tetap teliti dengan pesanan pelanggan, karena yang rugi pelanggan kalau menu yang diterima tidak sesuai pesanan",Pelengkap (Sambal),Positive
"kemasan buruk udah koyak semua masih dipake, tidak sesuai pesanan. pesen pentol gaada pentolnya. minta ganti sambal tapi disamain semua sambalnya. anatara yang jumbo sama regular porsinya sama. nunggu 1 jam. iya sihh murah tapi beneran murahan, komplen buang"" waktu","Kemasan & Kebersihan , Pelengkap (Sambal) , Pelengkap (Serundeng) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Positive
Gokil enak banget,Rasa & Tekstur Makanan,Positive
"hmm ga bisa dibilang porsi jumbo, ayam gepreknya terlalu asin menurutku, kemasannya bagus disiapin sendok juga cuman dari harga dan rasa aja yang kurang","Kemasan & Kebersihan , Porsi & Harga , Rasa & Tekstur Makanan",Negative
"kalau emang udah pada abis tutup aja mending daripada kaya gini, masa dikasih ayam remukan parah AYAM REMUKAN GAA ADA AYAM YG LAYAK MAKAN BENER BENER AYAM SISA AYAM REMUKAN",Umum,Neutral
"saya pesen paket yang sama es teh tapi es tehnya ga dikasih terus ayamnya agak basi, nunggu lama banget tanpa dikonfirmasi","Minuman , Minuman (Es teh)",Negative
mantap sekaliii,Umum,Positive
"enak, tp ada rambutnya",Rasa & Tekstur Makanan,Positive
"Sambelnya jos, porsi jumbo ayamnya ternyata kupikir senasinya, tapi ini wenakkk","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Positive
"cumi dan tepung alot, kulit Masih terlalu Banyak lemak jadi Ga crunchy. untuk saus galbi dan mentai ok lah, tapi arabic curry overdosis di rempah tertentu Sampe terasa pait.","Porsi & Harga , Rasa & Tekstur Makanan",Negative
lama banget pelayanannya,Pelayanan,Negative
pesan dengan add on enoki 15k tapi nggak ditambah enoki sesuai pesanan,Umum,Positive
tingaktin kecepatan pelayanan aja... sama cuminya banyak yg keras,"Pelayanan , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"makin kesini makin sedikit bumbu nya, terus ayam nya gosong dan ada yg tidak fresh","Pelengkap (Bumbu) , Porsi & Harga",Negative
Mantap pentol dan cabe sangat ku suka pedasnya,Rasa & Tekstur Makanan,Positive
NASI KERAS NASI KURANG AIR!!!!!!!!!!!,Rasa & Tekstur Makanan,Negative
"cuminya bau amis, yg disajikan sisa kemarin, belum lagi jamurnya sisa semalam udh berlendir, mohon maaf sangat tidak rekomend",Umum,Negative
"sambal minta dipisah malah dijadikan 1 , anak saya gak jadi makan , mengecewakan !!!",Pelengkap (Sambal),Neutral
Enakkk kenyangg,Rasa & Tekstur Makanan,Positive
"salah yang dikirim, ayam ga mateng",Umum,Negative
kecewa sekali sambelnya bau dan saya minta di pisah tapi ga di pisah jadi sayang banget harus buanng yang kena sambel baunya,Pelengkap (Sambal),Negative
"enak, tapi gatau kalo sambel nya ga dipisah😭, kepedesan dikit tp gaapa","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
gak sesuai pesenan ini sudah kesekian kali salah. pesen ayam geprek dikirim kulit semua n tepung gak ada sama sekali itu dagingnyaa!!! buruk makin kesini pelayanannya. nasi nya kueras kayak nasi ga dimasak sama sekali. kualitas makin turun!!!!!!!!,"Kualitas Umum , Pelayanan",Neutral
"Kebanyakan minyak, sampe nasinya rasa minyak bukan sambal","Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
makanan dingin nunggu 1 jam mie kayak gak ada bumbunya,Pelengkap (Bumbu),Neutral
pesen nya apa di kasik apa,Umum,Neutral
Es teh nya gaada huhuhu :((((,"Minuman , Minuman (Es teh)",Neutral
😭😭kenapa sambelnya suka tibatiba ganti kemarin sambel bawang dapet yg spt diblender gitu hari ini balik ke yang cabai spt biasa,Pelengkap (Sambal),Neutral
NASINYA BASI WTF BAUUUU,Rasa & Tekstur Makanan,Negative
Maaf sebelumnya dari segi rasa sangat kurang dan ayamnya kerasa kaya ayam udh lama gtu dan yg kemakan cuma sosis nya doang :((,Rasa & Tekstur Makanan,Negative
es teh ku gaonok kepedesan iki,"Minuman , Minuman (Es teh)",Neutral
kemarin pesen pkek kulit + enoki krispi tp gk tau yg dtg kok cuma kulit ya chef? terima kasih,Umum,Neutral
ayam bau amis sekali udah mau basi,Umum,Negative
Pesan sama es tehnya tpi tidakada tmbhn es tehnya. Yaapa loh,"Minuman , Minuman (Es teh)",Neutral
"porsinya kurang ,padahal udah pesan yang jumbo",Porsi & Harga,Negative
cumine ntek njing,Umum,Neutral
Nasinya ada yang masih agak keras (kurang matang),Rasa & Tekstur Makanan,Negative
gambar sama real makanan jauh berbeda . .,Umum,Neutral
"porsinya kurang, sama sambalnya kecut:)","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Negative
"tidak sesuai dengan yang saya pesan ,saya pesan sambal pecel khas Madiun tapi yang di kirim Kari yang sangat asin tidak bisa di makan mohon kepada pihak tokoh untuk mengganti nya saya tidak memakan makanan tersebut karena asin banget","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
gak di kasih sendok makan,Umum,Neutral
Aku pesen dimsum tp gk ada pas dibawa bapak gojeknya,Umum,Neutral
"HaHalo kak, Mimin bisa minta tolong fotokan boxnya ❤️ Format Komplain. Nama : Alamat : No. Wa : Orderan yg salah : No di Box : Order di outlet mana : KOMPLAIN, HUBUNGIN W.A : 087854513021",Umum,Negative
"Minta di-torch/dibakar biar ada smoky-nya malah G dibakar, 😮‍💨",Umum,Neutral
krg g ada lalapan,Pelengkap (Lalapan),Neutral
terlambat proses pembuatannya,Pelayanan,Neutral
emang gitu ya rasanya aneh banget saos arabnya,Rasa & Tekstur Makanan,Neutral
saya pesan 3 ayam geprek Tambah odeng 3 Tapi odengnya gak ada lain kali lebih teliti lagi,Umum,Neutral
saya pesen tambah Indomie single tapi yang Dateng ga ada Indomie nya.. 2x kaya gini,Umum,Neutral
Saya belum dapat ordernya,Umum,Neutral
kak masa kayak makanan kemarin dingin,Umum,Neutral
"saya pesen yang ada sosis nya, tapi pas datang ga ada sosisnya. bagaimna ini kak.",Umum,Neutral
"pesananya tadi indomi ayam geprek dengan add on kulit mini campur original. indomi ayam gepreknya doang yang nyampe. add on kulit mini campurnya enggak. padahal, udah bayar nambah untuk add on kulit mini campur. sungguh kecewa",Umum,Negative
nunggu lama dan pas dateng sambelnya basi,Pelengkap (Sambal),Negative
"ganti bos tah ini, g dapat sendok dan porsi mengecil",Porsi & Harga,Neutral
porsinya sangat sedikit .pesen jumbo tapi datengnya sedikit.,Porsi & Harga,Negative
geprek x ice tea manis tp es teh nya kok ga dikasih,"Minuman , Minuman (Es teh) , Rasa & Tekstur Makanan",Neutral
"suka bgt, tp buat cuminya sekarang agak kurang crispy😭 tp overal enak🤍",Rasa & Tekstur Makanan,Neutral
cumi nya masih agak amis,Umum,Neutral
Ini gimana ya nasi nya ga mateng,Umum,Neutral
"enak semua,cuma untuk ""cuminya agak alot"",selebihnya enak kok",Rasa & Tekstur Makanan,Neutral
"sering"" cek makanan sudah lengkap apa belum sebelum di berikan ke driver",Umum,Neutral
"makanannya enak cuma tadi pesan yg satu mentai yg satunya cajun mayo malah dikasi mentai semua , tapi gapapa tetep enak rasanya",Rasa & Tekstur Makanan,Positive
"minyaknya diganti ya kak, gaenak",Rasa & Tekstur Makanan,Positive
"saya udh berkali"" order joder dan kenapa setiap saya order dimalam hari dptnya zonk teruss??!! saya order 3 dgn sambel yg dibakar malah gd yg dibakar samsek, nasi pulennn bgt😑, ayamnya krg flavour untung msh bisa dicover sm sambelnya. dr beberapa lokasi joder yg pernah saya coba, srikana plg sering dpt zonk sih (mlh hampir setiap order) plg enak dan rekomen mernurut saya yg lokasinya di nginden. Jd tolong bangettttt QUALITY CONTROL dipertikan terlebih dahulu🙏","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
joss kalo cabang yang ini 🫶,Umum,Neutral
"Ini gimana sih, udah 3 kali pesan makanan tapi salah mulu tutup aja tokonya ketimbang buat rugi driver dan costumernya",Umum,Negative
Mantap dehh murahh porsi brutal ayamnya banyakk,Porsi & Harga,Positive
pesen 2 porsi nasi sambel bawang dateng sambel hot lava yg satu isi nasi ngk ada ayam nya pelayanan lama,"Pelayanan , Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal)",Negative
sangat enak sumpah ga boong murah meriah worth lah pokoe buat kali kaua kos yaw,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
kualitas ayam gepreknya agak menurun ya dari sebelum-sebelumnya. tapi tetep enak kok,"Kualitas Umum , Rasa & Tekstur Makanan",Neutral
pelayanan josh mantaPN,Pelayanan,Positive
"Hi, saya sebenernya jrg rating. Sambal bawang bakarnya oke kok! tapi sambal bajak nya tolong bisa dicek lagi.. Tadi saya bau agak suspicious tapi ttep saya makan dan skrg saya suspect keracunan makanan tersebut krn perut saya jd ga enak & overall kyk org sakit. Nothing against you guys, coba di tingkatkan lagi ya! semangat","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
Sosisnya mana anjir,Umum,Neutral
"Enak, cuman makanan tidak sesuai pesanan:)",Rasa & Tekstur Makanan,Positive
"dibenahi lagi sistem nya, klo stok kulit gaada segera dikosongin",Umum,Neutral
saya pesan nasi cumi geprek yang dateng ayam geprek,Umum,Neutral
"hari ini mau ada tes elpt trs aku pesen joder buat sarapan, trus request banyakin saosnya biar naikin mood, beneraann dikasi banyaakk trus dikasi semangat jugaa huhuu, makasih ya joderr semakin lovvv!!!! selalu enak<3","Porsi & Harga , Rasa & Tekstur Makanan",Positive
"harusnya kalo menu nya ga siap jangan di ready in semua. waited for 2 hours delayed, what poor services",Umum,Neutral
Minta sambal di pisah malah gak di kasih,Pelengkap (Sambal),Neutral
sejauh ini kulitnya masih anek. sambel entek kabeh ki niat dodolan po ra,Pelengkap (Sambal),Neutral
"mesennya yang ayam geprek+ sosis jumbo, tapi pas dateng gaada sosisnya udah dua kali mesen dari gofood selalu kyk gini dan gak pernah ada konfirmasi dari pihak penjual. kalau emang stok habis/ gak tersedia tolong bilang, dichat konsumennya. jgn asal buat orderan aja karena konsumen pasti berekspektasi sesuai dengan apa yang dia pesan. tolong dijadikan pelajaran dan pengalaman untuk kedepannya agar tidak terulang lagi yang ke-3 kalinya, apalagi sampai terjadi ke orang lain.",Umum,Neutral
Makanan saya gada enokinya??? Padahal udah sering pesen dan selalu ada 😕,Umum,Neutral
gercep dan sesuai pesanan🥰,Umum,Positive
"order 3 porsi. udah bayar lebih buat saus spicy galby & keju, malah yang dateng spicy galbi aja. percuma bayar lebih!. nasi juga keras, gak seperti biasa. next time yang konsistem kalo jualan","Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Negative
"mknan disajikan sdh dingin , nasi aj y g msh hangat",Umum,Neutral
Ayam panggang nya ga matang 🤮🤮,Umum,Neutral
mayann lah sama harganya,Porsi & Harga,Neutral
"lumayan , porsinya pas",Porsi & Harga,Neutral
"sumpah ini aku pesen order nya jumbo loh padahal, mana 25k. masa indomie nya cuma seuprit doang kek berasa topping. ini indomie nya mana ada satu porsi. gak worth it samsek, gak lagi² dah pesen menu ini...berasa kena scam. mending beli yg paket nasi nya aja","Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Neutral
"alhamdulillah super mengenyangkan, pesanan sesuai yang saya pilih, mantap rasanya, pertahankan kualitas.","Kualitas Umum , Rasa & Tekstur Makanan",Positive
"biasanya enak dan garing hari ini lembek dan agak berbau kayak ga fresh bukan bikin baru, aku kasi 3 karena biasanya enak garing tapi tolong lebih diperhatikan yg udah lembek bermjnyak ga fresh garing lg",Rasa & Tekstur Makanan,Neutral
"GA LAGI BELI DISINI. beli ayam geprek dengan add on dimsum dan jamur enoki, begitu dateng jamur nya ga ada. driver nya ga mau balik, resto ga ada tanggung jawabnya. ini pun udah berkali kali saya pesen di resto ini add On nya pasti ada yang ga saya terima. GINI MAH UANG SAYA KEBAKAR SIA SIA, mana uudah nunggu sejam (berharap dianter jamur saya)",Umum,Neutral
"rasene enak, tapi kemasane kurang apik makanan ambek es di dadekno siji teles kabeh, tapi rasane enak sambele enak ayame yo enak mene maneh tambahane ojok di campur, jamur enokine dadi berminyak, sambele enak","Kemasan & Kebersihan , Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
"saya pesannya 6 tapi yang datang cuma 4, ya gapapa sih mungkin lagi ramai jadi kurang teliti, semangat kerjanya !",Umum,Negative
"baru kali ini makan joder bumbu Arabian currynya kecuttttt, gak tau basi atau karena jeruk lemon. tapi masa iya saus Arabian curry pakai lemon. padahal posisinya lagi lapar banget jadi gak nafsu makan saking kecutnya beli dua lagi dengan rasa yang sama sedih","Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Neutral
pesanan sering telat,Umum,Neutral
tidak gratis parkir seperti yang dituliskan. driver dimintai parkir oleh warga setempat katanya resto dan warga ribut masalah parkir. semoga cepat selesai masalahnya. repot kalo punya tetangga warga otak pungli ya jadi begini.,Pelayanan,Neutral
"ENAK BGT, cita rasa yang sanagat berbeda dari geprek biasanya pada umumnya",Rasa & Tekstur Makanan,Positive
"mantab dah, tapi mentainya menurutku lebih pedes yaa.. apa emang dari dulu udah pedes? tapi oke kok masih aman cuma buat tehnya menurutku rasanya agak aneh.. apa karena belinya udah malem trus tehnya udah diseduh dari pagi gatau juga tapi perasaan kalo pagi tehnya enak deh🤔 tapi ayam geprek nya enak, mengisi perut anak kos wkwkwk","Minuman , Rasa & Tekstur Makanan",Positive
"ini pembelian saya yang ke 6 sudah di buat kecewa 3 kali sungguh pada awal nya saya pemesanan pertama dan kedua fine fine aja tapi pada saat pemesanan yang ketiga oh damn the taste was so bad cumi nya gak fresh,alot dan ada bau amis, nasi nya terkadang benyek terkadang terlalu kering kayak literally tidak bisa konsisten yah?I mean your menu is so many and you can't focus? come one guy we paid for and we deserve our food like literally a good food like literally we can enjoy our food but I am very disappointed with you guys I'm never buy your fucking cumi again or maybe I'll not come here again pls do something your merchant guys like do evaluasi atau gimana?like ngecek ulasan bintang 1-5 di aplikasi ojol gitu loh jangan pura pura tidak tau akan apa apa aku tau kalian kerja but don't like this aku bayar loh pakai duit bukan bayar pake daun dan aku cuman mau merasakan makanan yang hangat dan enak gitu loh maksud ku PLS DO EVALUASI WITH YOUR TEAM OKAY!!!","Kualitas Umum , Rasa & Tekstur Makanan",Negative
"maaf....untuk ordrer kali ini saya merasa sangat kecewa, untuk order ayam ok...tapi maaf untuk cumi nya...saya mendapat porsi dan kualitas yg tidak biasanya saya beli saya mendapat lauk cumi bagian full sunggut atau bagian kaki dari cumi dan rasanya pun sangat keras atu alot, dan ga ada dagingnya sama sekali saya tidak bisa menikmati nya....tolong dong klaw jualan yg amanah jangan mementingkan kwantiti tanpa melihat kualitas.... jujur saya benar-benar merasa sangat kecewa !!!! saya minta maaf sebelumnya, semoga dengan ulasan ini pihak restoran bisa untuk memperbaiki nya","Kualitas Umum , Porsi & Harga , Porsi & Harga (Porsi Daging) , Rasa & Tekstur Makanan",Negative
"Hari ini nasinya agak keras, kurang air waktu masak. Tepungnya juga agak keras. Bikin capek ngunyah.",Rasa & Tekstur Makanan,Negative
"lama, pesen dari jam 20.36 baru datang jam 21.45 padahal pake express",Umum,Negative
ENAAAAAAKKKKKKK,Umum,Neutral
kulit nya kek kurang cryspi yaa?,Umum,Negative
es teh tidak datang,"Minuman , Minuman (Es teh)",Neutral
KERENNN 💗💗💗 kali ini saus beneran dibakar sempurna 💗 pertahankan yaaa,Umum,Neutral
"makanan nya udah dingin, cumi nya alot",Rasa & Tekstur Makanan,Negative
wah sumpah ya hahaha beneran KECIL BGT. ukuran kotaknya seukurang telapak tangan perempuan. nasinya nasi kemarin yg buat nasi goreng ituu. dan ayamnya beneran asin🤣🤣🤣 ini reviewernya jujur semua yah hahahahah benef2 ancyurr,Rasa & Tekstur Makanan,Negative
"jujurly kecewa, pgn sambal bawang sm bajag lagi kosong pdhl jauh dr rumah🙂 masa kudu order lagi nanti malam. tolong selalu diupdate deh kalo lagi kosong",Pelengkap (Sambal),Negative
"kakkkk tolong lahhhh, ayamnya kecut :"") kalo misal udah ga layak jangan dijual :(( kalo stock akhir, minimal dicicip dulu :((",Umum,Neutral
"cuminya enak, tapi nasinya sedikit keras, sepertinya kualitas berasnya kurang bagus atau waktu masak nasi kurang air.","Kualitas Umum , Porsi & Harga , Rasa & Tekstur Makanan",Negative
gendeng sambel bawange asin pol,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
udah dingin kayak udah lama dimasaknya,Umum,Negative
"Lelenya dingin banget kayak bukan baru di goreng, trs udh kasih note sambelnya di pisah malah di satuin",Pelengkap (Sambal),Neutral
"enak banget siiih, tp lamaaa hampir 2 jam dr jam 11.47 smpe jam 1. mungkin krna lagi rame yaaa, tp enak kok, sempet kesel krna lama tp terpuaskan sm rasa dn porsinya","Porsi & Harga , Rasa & Tekstur Makanan",Positive
Sambelnya sedikit,"Pelengkap (Sambal) , Porsi & Harga",Negative
terima kasih banyak... sukses selalu yaaaa,Porsi & Harga,Neutral
"tidak ada sendoknya, tapi masakannya enak",Rasa & Tekstur Makanan,Positive
"pesen nya ayam yang dateng kulit, bumbu arabian ngegumpal, yah mungkin lama di perjalanan ya",Pelengkap (Bumbu),Negative
beli 5 tapi sendoknya kurang 1 kak,Umum,Negative
"Padahal beli 3 tapi yang dikirim 1 doang, padahal masih pagi tapi udah g teliti, ga rekomen beli disini, gada otak orang yg jualan",Umum,Neutral
"Ada pesanan tidak sesuai orderan. Harusnya ada dimsum, tpi ngga waktu sudah sampai ngga ada",Umum,Positive
"nasinya pera,trs ayamnya cuma isi tepung doang 😭",Rasa & Tekstur Makanan,Neutral
Puedessnya sambal bajag kayak ditonjok!! 👌,Pelengkap (Sambal),Neutral
"PESEN 5 DIKIRIM 3, UDAHHYA DRIVERNYA BALIK KE TOKO AMBIL KEKURANGANNYA DAN GA DIKADIH SAMBAL SEMUANYA 💔💔😁😁😁 SENDOKNYA JG CUMA DIKASIH 2. SEDIHLAH AKU... GWS JODER",Pelengkap (Sambal),Negative
enak rasanya dan sesuai pesanan maksudnya order geprek jumbo datangnya yaa..geprek jumbo dan jamur enoki reguler datangnya lebih dari ekpetasi beli ayam geprek joder ka dhani pasti kenyang skligus murah enak..lagi 😋👍🏽🤤,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"salah memberi sambal (harusnya bajag tetapi yg diberi bawang) & salah memberi sambal (harusnya dipisah, tetapi tidak) & rasa sambal cajun mayo aneh..seperti bukan sambal cajun mayo, warnanya juga berbeda. mohon untuk diperhatikan & lebih teliti kedepannya.","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"saya pesan ayam geprek, datangnya cumi",Umum,Neutral
"Terima Kasih 😊 peningkatan pelayanannya makin bagus, dari restaurantnya pun dichat kalau ada yg habis 👍🏻 sukses terus",Pelayanan,Neutral
saya semua pesanan saya. pesan apa yang datang apa,Umum,Neutral
"minta sambal dipisah kok dicampur sih kakakku sayang , omg gimana ini anak saya mau makan gak bisa ?????????!!!!!!",Pelengkap (Sambal),Neutral
